Country,Year,Date,Holiday_Name,Local_Name,Type,Description
US,2028,2028-10-24,World Development Information Day,,United Nations observance,The United Nations' (UN) World Development Information Day falls on October 24 each year.
US,2028,2028-10-27,World Day for Audiovisual Heritage,,United Nations observance,The World Day for Audiovisual Heritage is observed on October 27 every year.
US,2028,2028-10-29,World Stroke Day,,Worldwide observance,World Stroke Day is annually held on October 29 to raise awareness about stroke and ways to combat it.
US,2028,2028-10-31,Halloween,,Observance,"Halloween is celebrated by hosting costume parties, playing 'trick-or-treat', watching horror films, visiting haunted houses or carving lanterns out of pumpkins."
US,2028,2028-10-31,World Cities Day,,United Nations observance,World Cities Day is a UN observance that aims to recognize the role of cities as  a foundation for social and economic development.
US,2028,2028-11-01,All Saints' Day,,Christian,"Many Catholics honor all the saints on All Saints' Day, also known as All Hallows' Day, in the United States."
US,2028,2028-11-01,First Day of Native American Heritage Month,,Observance,First Day of Native American Heritage Month is a annual monthly observance in the USA
US,2028,2028-11-01,World Vegan Day,,Worldwide observance,World Vegan Day is an annual observation that brings together vegans around the world to bring attention to animal rights and to spread the word about the health advantages of following a vegan diet.
US,2028,2028-11-02,All Souls' Day,,Christian,"Prayers for the dead are made on All Souls’ Day in the United States, which falls on November 2 each year. The Day of the Dead is also celebrated on this day."
US,2028,2028-11-02,International Day to End Impunity for Crimes against Journalists,,United Nations observance,The International Day to End Impunity for Crimes against Journalists raises awareness about violence against journalists.
US,2028,2028-11-05,New York City Marathon,,Sporting event,The New York City Marathon is one of the world's largest marathons and takes place every year in November.
US,2028,2028-11-05,World Tsunami Awareness Day,,United Nations observance,World Tsunami Awareness Day is a United Nations observance in the USA
US,2028,2028-11-06,International Day for Preventing the Exploitation of the Environment in War and Armed Conflict,,United Nations observance,The United Nations’ (UN) International Day for Preventing the Exploitation of the Environment in War and Armed Conflict is held on November 6 each year.
US,2028,2028-11-07,Election Day (General Election),,Observance,Election Day in the United States of America is the day on which popular ballots are held to select public officials.
US,2028,2028-11-10,Marine Corps Birthday,,Observance,"Marine Corps Birthday celebrates the establishment of the United States Marine Corps on November 10, 1775."
US,2028,2028-11-10,Veterans Day (substitute),,National holiday,Veterans Day in the USA is a holiday to honor all who have served in the United States Military Services.
US,2028,2028-11-10,World Science Day for Peace and Development,,United Nations observance,The World Science Day for Peace and Development (WSDPD) is celebrated on November 10 each year.
US,2028,2028-11-11,Singles’ Day,,Worldwide observance,
US,2028,2028-11-11,Veterans Day,,National holiday,Veterans Day in the USA is a holiday to honor all who have served in the United States Military Services.
US,2028,2028-11-12,World Pneumonia Day,,Worldwide observance,"World Pneumonia Day supports all efforts made to protect and treat people against pneumonia, the single largest cause of child deaths worldwide."
US,2028,2028-11-14,World Diabetes Day,,United Nations observance,World Diabetes Day is held annually to raise awareness of diabetes and its complications and the care that people with this condition need. It is observed on November 14 each year.
US,2028,2028-11-16,International Day for Tolerance,,United Nations observance,The United Nations’ (UN) International Day for Tolerance is observed on November 16 each year to help people understand the importance of tolerance worldwide.
US,2028,2028-11-16,World Philosophy Day,,United Nations observance,World Philosophy Day is celebrated on the third Thursday of November each year.
US,2028,2028-11-17,Fake Friday,,Worldwide observance,"Many early-bird shoppers look for bargains on Fake Friday to get ahead of the crowds in stores on Black Friday, observed a week later."
US,2028,2028-11-17,World Prematurity Day,,Worldwide observance, World Prematurity Day is an annual observance that is dedicated to raising awareness about the health and emotional issues surrounding preterm birth.
US,2028,2028-11-19,International Men's Day,,Worldwide observance,International Men’s Day celebrates men's achievements worldwide and throughout history.
US,2028,2028-11-19,World Day of Remembrance for Road Traffic Victims,,United Nations observance,The World Day of Remembrance for Road Traffic Victims serves as a major advocacy day for road traffic injury prevention.
US,2028,2028-11-19,World Toilet Day,,United Nations observance,World Toilet Day aims to promote public awareness of the need for adequate toilets to improve people’s health and save lives.
US,2028,2028-11-20,Africa Industrialization Day,,United Nations observance,Africa Industrialization Day aims to stimulate the international community's commitment to the industrialization of Africa.
US,2028,2028-11-20,Transgender Day of Remembrance,,Worldwide observance,Transgender Day of Remembrance is a worldwide observance in the USA
US,2028,2028-11-20,Universal Children's Day,,United Nations observance,The United Nations' (UN) Universal Children's Day is an occasion to promote the welfare of children and an understanding between children all over the world. It is held on November 20 each year
US,2028,2028-11-21,World Television Day,,United Nations observance,The United Nations’ (UN) World Television Day is globally celebrated on November 21 each year.
US,2028,2028-11-23,Thanksgiving Day,,National holiday,Thanksgiving Day in the United States is traditionally a holiday to give thanks for the food collected at the end of the harvest season.
US,2028,2028-11-24,Black Friday,,Observance,Black Friday is the day after Thanksgiving Day in the USA. It is a busy shopping day and is a holiday in some states.
US,2028,2028-11-24,Native American Heritage Day,,Observance,Native American Heritage Day is a observance in the USA
US,2028,2028-11-25,International Day for the Elimination of Violence against Women,,United Nations observance,The United Nations' (UN) International Day for the Elimination of Violence against Women raises public awareness of violence against women in all countries around the world and at all levels of society. It is observed each year on November 25.
US,2028,2028-11-27,Cyber Monday,,Observance,Most online retailers in the US offer discounted prices on their products and services on Cyber Monday.
US,2028,2028-11-28,Giving Tuesday,,Worldwide observance,
US,2028,2028-11-28,Giving Tuesday,,Observance,The first Tuesday after Thanksgiving has been dubbed “Giving Tuesday” by charities.
US,2028,2028-11-29,International Day of Solidarity with the Palestinian People,,United Nations observance,The United Nations’ (UN) International Day of Solidarity with the Palestinian People is annually observed on November 29.
US,2028,2028-11-30,Day of Remembrance for all Victims of Chemical Warfare,,United Nations observance,The UN’s Day of Remembrance for all Victims of Chemical Warfare is annually observed on April 29.
US,2028,2028-12-01,World AIDS Day,,United Nations observance,The United Nations' (UN) World AIDS Day is annually observed on December 1.
US,2028,2028-12-02,International Day for the Abolition of Slavery,,United Nations observance,The United Nations’ (UN) International Day for the Abolition of Slavery is annually observed on December 2.
US,2028,2028-12-03,First Sunday of Advent,,Christian,"Many Christians in the United States observe the first Sunday of Advent, which marks the start of the Christian year."
US,2028,2028-12-03,International Day of Persons with Disabilities,,United Nations observance,The United Nations' (UN) International Day of Persons with Disabilities is annually observed on December 3 to re-affirm and draw attention to the rights of people who live with disabilities.
US,2028,2028-12-04,International Day of Banks,,United Nations observance,International Day of Banks is a United Nations observance in the USA
US,2028,2028-12-05,International Volunteer Day for Economic and Social Development,,United Nations observance,"The United Nations’ (UN) International Volunteer Day for Economic and Social Development, also known as International Volunteer Day (IVD), is observed on December 5 each year."
US,2028,2028-12-05,World Soil Day,,United Nations observance,World Soil Day raises awareness of why soil is needed for sustainable living.
US,2028,2028-12-06,St Nicholas Day,,Observance,Some churches in the United States recognize St Nicholas' Day as a feast day.
US,2028,2028-12-07,International Civil Aviation Day,,United Nations observance,International Civil Aviation Day is observed globally on December 7 each year. It is observed by organizations such as the International Civil Aviation Organization (ICAO).
US,2028,2028-12-07,Pearl Harbor Remembrance Day,,Observance,"National Pearl Harbor Remembrance Day remembers those who died or were injured when Pearl Harbor, in Hawaii, was attacked in 1941."
US,2028,2028-12-08,Feast of the Immaculate Conception,,Christian,The Feast of the Immaculate Conception is a Christian observance on December 8 each year.
US,2028,2028-12-09,International Anti-Corruption Day,,United Nations observance,The United Nations’ (UN) International Anti-Corruption Day is annually observed on December 9 to raise public awareness of corruption and ways to fight it.
US,2028,2028-12-09,World Genocide Commemoration Day,,United Nations observance,World Genocide Commemoration Day is a UN holiday dedicated to the victims of genocide.
US,2028,2028-12-10,Human Rights Day,,United Nations observance,Human Rights Day marks the anniversary of when the Universal Declaration of Human Rights was proclaimed.
US,2028,2028-12-11,Green Monday,,Worldwide observance,The last Monday at least ten days before Christmas has been dubbed “Green Monday” by online marketers.
US,2028,2028-12-11,International Mountain Day,,United Nations observance,"The United Nations' (UN) International Mountain Day is an occasion to help raise awareness of the people who live in mountainous regions and the role that these regions play in providing food, water, and recreation. It is observed on December 11 each year."
US,2028,2028-12-12,Feast of Our Lady of Guadalupe,,Christian,"The Feast of Our Lady Guadalupe, in honor of Jesus’ mother Mary, is a Catholic observance in the United States."
US,2028,2028-12-12,International Day of Neutrality,,United Nations observance,International Day of Neutrality is a United Nations observance in the USA
US,2028,2028-12-12,International Universal Health Coverage Day,,United Nations observance,International Universal Health Coverage Day is a United Nations observance in the USA
US,2028,2028-12-13,Chanukah/Hanukkah (first day),,Hebrew,"The first day of Hanukkah is the start of the Hanukkah period, which lasts for eight days, from the 25th day of the month of Kislev to the second day of Tevet in the Hebrew calendar."
US,2028,2028-12-13,National Guard Birthday,,Observance,National Guard Birthday is a observance in the USA
US,2028,2028-12-14,Isra and Mi'raj,,Muslim,"Isra and Mi'raj (Isra Me'raj, Israa and Mi'raaj, Laylat Al-Isra wa Al-Miraj, Lailat al Miraj, Night Journey and Ascension to Heaven) marks the night when the Prophet Mohammad traveled from Mecca to Jerusalem, ascended to heaven and returned."
US,2028,2028-12-15,Bill of Rights Day,,Observance,Bill of Rights Day is a observance in the USA
US,2028,2028-12-17,Pan American Aviation Day,,Observance,"December 17 marks Pan American Aviation Day, which is annually observed in the United States."
US,2028,2028-12-17,Wright Brothers Day,,Observance,The Wright Brothers Day is annually celebrated in the United States on December 17 to commemorate the historic flight made by Orville and Wilbur Wright on that date in 1903.
US,2028,2028-12-18,Arabic Language Day,,United Nations observance,World Arabic Language Day is a United Nations (UN) observance that celebrates one of the organization’s 6 official languages – Arabic.
US,2028,2028-12-18,International Migrants Day,,United Nations observance,The United Nations (UN) International Migrants Day is celebrated on December 18 each year.
US,2028,2028-12-20,International Human Solidarity Day,,United Nations observance,The United Nations' (UN) International Human Solidarity Day is celebrated on December 20 each year to raise public awareness on the importance of solidarity in fighting poverty.
US,2028,2028-12-20,Last Day of Chanukah,,Hebrew,"The last day of Hanukkah marks the end of a festive Jewish occasion, known as Hanukkah or Chanukah."
US,2028,2028-12-23,Super Saturday,,Worldwide observance,"The final Saturday before Christmas has become a very popular shopping day in the US, earning the nickname Super Saturday."
US,2028,2028-12-24,Christmas Eve,,"Observance, Christian",Christmas Eve in the United States is on December 24 each year.
US,2028,2028-12-25,Christmas Day,,"Local holiday, Christian",Christmas Day celebrates Jesus Christ's birth.
US,2028,2028-12-25,Christmas Day,,"National holiday, Christian",Christmas Day celebrates Jesus Christ's birth.
US,2028,2028-12-26,Kwanzaa (first day),,Observance,"Kwanzaa is a week-long holiday honoring the culture and traditions of African people and their descendants worldwide, especially in the United States."
US,2028,2028-12-27,International Day of Epidemic Preparedness,,United Nations observance,International Day of Epidemic Preparedness is a United Nations observance in the USA
US,2028,2028-12-28,Asarah B'Tevet,,Hebrew,Asarah B'Tevet is a Jewish holiday in the USA
US,2028,2028-12-31,New Year's Eve,,Observance,New Year's Eve is the last day of the year in the Gregorian calendar. Many parties to welcome the New Year are held in in the United States on New Year's Eve.
US,2029,2029-01-01,New Year's Day,,National holiday,"New Year's Day is the first day of the Gregorian calendar, which is widely used in many countries such as the USA."
US,2029,2029-01-04,World Braille Day,,United Nations observance,"World Braille Day celebrates the life and achievements of Louis Braille, who invented the braille code for the visually impaired."
US,2029,2029-01-06,Epiphany,,Christian,"Many people in the United States annually observe Epiphany, or Three Kings’ Day, on January 6. It is a Christian observance and a public holiday in the US Virgin Islands."
US,2029,2029-01-07,International Programmers' Day,,Worldwide observance,"Many people celebrate International Programmers’ Day on January 7, while others observe this event on the 256th day of the year, usually on September 13 or on September 12 in leap years."
US,2029,2029-01-07,Orthodox Christmas Day,,Orthodox,Many Orthodox Christian churches in countries such as the United States observe Christmas Day on or near January 7 in the Gregorian calendar.
US,2029,2029-01-13,Stephen Foster Memorial Day,,Observance,"Stephen Foster Memorial Day is annually observed in the United States on January 13. The day remembers the achievements of Stephen Foster, who is known as the “father of American music”."
US,2029,2029-01-14,Orthodox New Year,,Orthodox,Many Orthodox Christian churches in countries such as the United States celebrate New Year’s Day on January 14 in the Gregorian calendar.
US,2029,2029-01-15,Martin Luther King Jr. Day,,National holiday,Martin Luther King Day marks the anniversary of the date of birth of the influential American civil right leader of the same name.
US,2029,2029-01-16,Ramadan Starts,,Muslim,"Many Muslims in the United States fast in the hours of daylight during Ramadan, the ninth month in the Islamic calendar."
US,2029,2029-01-20,Inauguration Day,,National holiday,"On Inauguration Day, the president and vice-president of the United States of America are sworn in and take office."
US,2029,2029-01-21,World Religion Day,,Worldwide observance,World Religion Day fosters interfaith dialogue and understanding of all religions.
US,2029,2029-01-24,International Day of Education,,United Nations observance,International Day of Education is a United Nations observance in the USA
US,2029,2029-01-26,International Customs Day,,Worldwide observance,International Customs Day celebrates custom personnel and agencies worldwide.
US,2029,2029-01-27,International Day of Commemoration in Memory of the Victims of the Holocaust,,United Nations observance,The United Nations' (UN) International Day of Commemoration in Memory of the Victims of the Holocaust remembers those who died and suffered during the Holocaust before and during World War II. It is on January 27 each year.
US,2029,2029-01-28,World Leprosy Day,,Worldwide observance,"World Leprosy Day brings awareness of leprosy, also known as Hansen's disease, and ways to prevent the disease."
US,2029,2029-01-31,Tu Bishvat/Tu B'Shevat,,Hebrew,"Tu B’Shevat, known as the “New Year for Trees”, is a Jewish festival similar to Arbor Day."
US,2029,2029-02-01,First Day of Black History Month,,Observance,First Day of Black History Month is a annual monthly observance in the USA
US,2029,2029-02-01,National Freedom Day,,Observance,National Freedom Day in the United States is observed on February 1 each year.
US,2029,2029-02-02,Groundhog Day,,Observance,Many people in the United States observe Groundhog Day on February 2.
US,2029,2029-02-02,National Wear Red Day,,Observance,National Wear Red Day® raises public awareness of heart disease in women and ways to avoid and combat this problem.
US,2029,2029-02-02,World Wetlands Day,,Worldwide observance,World Wetlands Day raises awareness about the important role that the wetlands play in the environment and in our lives.
US,2029,2029-02-04,International Day of Human Fraternity,,United Nations observance,International Day of Human Fraternity is a United Nations observance in the USA
US,2029,2029-02-04,World Cancer Day,,Worldwide observance,World Cancer Day is an annual global event on February 4 to raise people’s awareness of cancer.
US,2029,2029-02-06,International Day of Zero Tolerance for Female Genital Mutilation,,United Nations observance,The International Day of Zero Tolerance for Female Genital Mutilation is an awareness campaign to end a harmful practice that violates girls’ and women’s rights.
US,2029,2029-02-07,National Girls and Women in Sports Day,,Observance,National Girls and Women in Sports Day is a observance in the USA
US,2029,2029-02-10,Lailat al-Qadr,,Muslim,Laylat al Qadr is most likely to be held on one of the last 10 days of month of Ramadan in the Islamic calendar.
US,2029,2029-02-10,World Pulses Day,,United Nations observance,World Pulses Day is a United Nations observance in the USA
US,2029,2029-02-11,International Day of Women and Girls in Science,,United Nations observance,The International Day of Women and Girls in Science is a UN holiday to recognize the critical role women and girls play in science and technology communities.
US,2029,2029-02-11,Super Bowl,,Sporting event,The Super Bowl is the championship game of the National Football League (NFL) in the United States. It is played every year in February.
US,2029,2029-02-11,World Day of the Sick,,Worldwide observance,World Day of the Sick is a global event when people remember or pray for the sick.
US,2029,2029-02-13,Lunar New Year,,Observance,Lunar New Year marks the first day of the New Year in the Chinese calendar.
US,2029,2029-02-13,Shrove Tuesday/Mardi Gras,,"Observance, Christian","Shrove Tuesday is traditionally known as the day prior to Lent but it also serves as a day of celebration, known as Mardi Gras."
US,2029,2029-02-13,World Radio Day,,United Nations observance,World Radio Day is an annual United Nations (UN) event that promotes the importance of the radio in communicating information worldwide.
US,2029,2029-02-14,Ash Wednesday,,Christian,"Ash Wednesday is a Christian observance that marks the first day of Lent, which is prior to Easter."
US,2029,2029-02-14,Valentine's Day,,Observance,Valentine's Day is an occasion to celebrate romantic love.
US,2029,2029-02-15,Eid al-Fitr,,Muslim,"Eid al-Fitr is a holiday to mark the end of the Islamic month of Ramadan, during which Muslims fast during the hours of daylight."
US,2029,2029-02-19,Presidents' Day,,National holiday,"Washington's Birthday, or Presidents' Day, honors the life and work of the first president of the United States, George Washington."
US,2029,2029-02-20,World Day of Social Justice,,United Nations observance,"The United Nations' (UN) World Day of Social Justice promotes poverty eradication, full employment and social integration. It is on February 20 each year."
US,2029,2029-02-21,International Mother Language Day,,United Nations observance,The United Nations' (UN) International Mother Language Day is annually held on February 21 to celebrate languages spoken worldwide. It also observes the human right to use these languages.
US,2029,2029-03-01,First Day of Irish American Heritage Month,,Observance,First Day of Irish American Heritage Month is a annual monthly observance in the USA
US,2029,2029-03-01,First Day of Women's History Month,,Observance,First Day of Women's History Month is a annual monthly observance in the USA
US,2029,2029-03-01,Purim,,Hebrew,"Purim commemorates a time when Jewish people were saved from death around the fourth century BCE, according to the Book of Esther."
US,2029,2029-03-01,Self-Injury Awareness Day,,Worldwide observance,
US,2029,2029-03-01,St. David's Day,,"Observance, Christian","Many Welsh communities in the United States celebrate the life of their patron saint, St David, and their links with Wales on St David’s Day."
US,2029,2029-03-01,Zero Discrimination Day,,United Nations observance,"Discrimination Day highlights the negative impacts of discrimination and promotes tolerance, compassion and peace."
US,2029,2029-03-02,Employee Appreciation Day,,Observance,"Employee Appreciation Day is a US unofficial observance that recognizes and appreciates employees in all industries, aimed at helping employers keep their staff."
US,2029,2029-03-02,Read Across America Day,,Observance,Read Across America Day is observed in the United States on March 2 each year.
US,2029,2029-03-03,World Wildlife Day,,United Nations observance,"World Wildlife Day celebrates all flora and fauna, including animals, on Earth."
US,2029,2029-03-08,International Women's Day,,United Nations observance,International Women’s Day celebrates women’s achievements worldwide and throughout history.
US,2029,2029-03-08,World Kidney Day,,Worldwide observance,World Kidney Day is an annual observation that attempts to raise global awareness about the importance of kidney health and tries to bring attention to the unique challenges faced by those who suffer from Chronic Kidney Disease.
US,2029,2029-03-10,International Day of Women Judges,,United Nations observance,International Day of Women Judges is a United Nations observance in the USA
US,2029,2029-03-15,Long Covid Awareness Day,,Worldwide observance,Long Covid Awareness Day is a worldwide observance in the USA
US,2029,2029-03-17,St. Patrick's Day,,"Observance, Christian","St Patrick's Day marks the life and deeds of St Patrick, one of Ireland's patron saints. It is an Irish-American celebration in the USA."
US,2029,2029-03-20,French Language Day,,United Nations observance,French Language Day is a United Nations observance in the USA
US,2029,2029-03-20,International Day of Happiness,,United Nations observance,International Day of Happiness aims to promote the idea that the pursuit of happiness is universal.
US,2029,2029-03-21,International Day for the Elimination of Racial Discrimination,,United Nations observance,The United Nations’ (UN) International Day for the Elimination of Racial Discrimination is annually observed on March 21.
US,2029,2029-03-21,International Day of Forests,,United Nations observance,"International Day of Forests raises awareness on forests and trees, including their role in climate change."
US,2029,2029-03-21,International Day of Nowruz,,United Nations observance,"The UN’s International Day of Nowruz, also known as Nowruz, No-Ruz, No-Rooz or No Ruz, is observed on March 21 each year."
US,2029,2029-03-21,World Down Syndrome Day,,United Nations observance,World Down Syndrome Day is held on March 21 every year.
US,2029,2029-03-21,World Poetry Day,,United Nations observance,World Poetry Day celebrates poetry around the world on March 21 each year.
US,2029,2029-03-22,World Water Day,,United Nations observance,World Water Day aims to increase people's awareness of the water's importance in all aspects of life.
US,2029,2029-03-23,World Meteorological Day,,United Nations observance,"World Meteorological Day marks the anniversary of the World Meteorological Organization's establishment on March 23, 1950."
US,2029,2029-03-24,International Day for the Right to the Truth concerning Gross Human Rights Violations and for the Dignity of Victims,,United Nations observance,March 24 is the UN’s International Day for the Right to the Truth concerning Gross Human Rights Violations and for the Dignity of Victims
US,2029,2029-03-24,World Tuberculosis Day,,United Nations observance,World Tuberculosis Day is annually held on March 24 to raise awareness of tuberculosis and ways to eradicate the disease.
US,2029,2029-03-25,International Day of Remembrance of Slavery Victims and the Transatlantic Slave Trade,,United Nations observance,"The International Day of Remembrance of the Victims of Slavery and the Transatlantic Slave Trade remembers the lives of Africans who were forced into slavery in North, Central and South America."
US,2029,2029-03-25,International Day of Solidarity with Detained and Missing Staff Members,,United Nations observance,The UN’s International Day of Solidarity with Detained and Missing Staff Members is annually held on March 25.
US,2029,2029-03-25,Palm Sunday,,Christian,Palm Sunday in the United States celebrates Jesus Christ’s entry into Jerusalem. It is also the Sunday before Easter Sunday.
US,2029,2029-03-29,Maundy Thursday,,Christian,"Maundy Thursday, which is also known as Holy Thursday, is the day before Good Friday."
US,2029,2029-03-29,National Vietnam War Veterans Day,,Observance,National Vietnam War Veterans Day is an US observance to honor US military members who served during the Vietnam War.
US,2029,2029-03-30,Doctors' Day,,Observance,Doctors' Day is a observance in the USA
US,2029,2029-03-30,Good Friday,,"Local holiday, Christian",Good Friday commemorates Jesus Christ's crucifixion.
US,2029,2029-03-30,Passover Eve,,Hebrew,Passover Eve is a Jewish holiday in the USA
US,2029,2029-03-31,Earth Hour,,Worldwide observance,Earth Hour is an annual event in which many people worldwide turn their lights off on the last Saturday in March.
US,2029,2029-03-31,Holy Saturday,,Christian,Holy Saturday is the day before Easter Sunday in the United States.
US,2029,2029-03-31,International Transgender Day of Visibility,,Worldwide observance,International Transgender Day of Visibility is a worldwide observance in the USA
US,2029,2029-03-31,Passover (first day),,Hebrew,Passover marks the Israelites' liberation from slavery and their exodus from Egypt around 3000 years ago.
US,2029,2029-04-01,April Fool's Day,,Worldwide observance,"April Fool's Day, on April 1, is a day to play practical jokes and tricks."
US,2029,2029-04-01,Easter Sunday,,"Observance, Christian","Easter Sunday is an important day in the Christian church calendar because it celebrates Jesus Christ's resurrection, according to Christian belief."
US,2029,2029-04-02,Easter Monday,,"Observance, Christian",Easter Monday is the day after Easter Sunday. It is not a federal holiday in the United States of America (USA).
US,2029,2029-04-02,World Autism Awareness Day,,United Nations observance,"World Autism Awareness Day raises an awareness of issues surrounding people, particularly children, with autism worldwide."
US,2029,2029-04-04,United Nations' Mine Awareness Day,,United Nations observance,The United Nations' International Day for Mine Awareness and Assistance in Mine Action is annually observed on April 4.
US,2029,2029-04-05,International Day of Conscience,,United Nations observance,International Day of Conscience is a United Nations observance in the USA
US,2029,2029-04-06,International Day of Sport for Development and Peace,,United Nations observance,The International Day of Sport for Development and Peace aims to bring goodwill and positive social outcomes through sporting achievements.
US,2029,2029-04-06,National Tartan Day,,Observance,National Tartan Day is annually observed on April 6 to honor the major role that Scottish Americans played in the founding of the United States of America.
US,2029,2029-04-06,Orthodox Good Friday,,Orthodox,Many Orthodox Christians in the United States remember the events leading up to Jesus Christ's crucifixion on Great Friday.
US,2029,2029-04-07,Day of Remembrance of the Victims of the Rwanda Genocide,,United Nations observance,The UN’s Day of Remembrance of the Victims of the Rwanda Genocide is observed on April 7 each year.
US,2029,2029-04-07,Last Day of Passover,,Hebrew,"The last day of Passover marks the end of the Passover period, which lasts for seven or eight days."
US,2029,2029-04-07,Orthodox Holy Saturday,,Orthodox,Many Orthodox Christians in the United States remember Jesus Christ’s burial and his descent into Hades on Holy Saturday.
US,2029,2029-04-07,United Nations' World Health Day,,United Nations observance,"The World Health Organization, the United Nations' the directing and coordinating authority for health, annually highlights one of its priorities for global health on World Health Day."
US,2029,2029-04-08,Orthodox Easter,,Orthodox,"Many Orthodox Christians in the United States mark Easter Sunday, also known as Pascha, as the day Jesus Christ was resurrected, according to the Christian bible."
US,2029,2029-04-09,Orthodox Easter Monday,,Orthodox,Many Orthodox churches in the United States observe Easter Monday on the day after the Orthodox Easter Sunday date.
US,2029,2029-04-10,National Library Workers' Day,,Observance,"National Library Workers’ Day recognizes the efforts and achievements that librarians make to give Americans access to information via books, computers and other media."
US,2029,2029-04-11,Yom HaShoah,,Hebrew,Many people in the United States observe Yom Hashoah by remembering Holocaust victims who died during World War II.
US,2029,2029-04-12,International Day of Human Space Flight,,United Nations observance,The UN’s International Day of Human Space Flight is annually held on April 12.
US,2029,2029-04-13,Friday the 13th,,Worldwide observance,Friday the 13th is a day full of superstitious beliefs in communities worldwide.
US,2029,2029-04-13,Thomas Jefferson's Birthday,,Observance,Americans celebrate president Thomas Jefferson's Birthday on April 13.
US,2029,2029-04-14,World Chagas Disease Day,,United Nations observance,World Chagas Disease Day is a United Nations observance in the USA
US,2029,2029-04-15,World Art Day,,Worldwide observance,World Art Day is a worldwide observance in the USA
US,2029,2029-04-16,Boston Marathon,,Sporting event,Boston Marathon is one of the world's oldest yearly marathon. It is held annually on Patriot's Day in the month of April.
US,2029,2029-04-17,Tax Day,,Observance,Tax Day is the deadline for United States residents to file details of their income to the Internal Revenue Service (IRS) so that their liability for income tax can be assessed.
US,2029,2029-04-18,International Day for Monuments and Sites,,Worldwide observance,The International Day for Monuments and Sites raises awareness on preserving and conserving historical and archeological heritage sites.
US,2029,2029-04-19,Yom Ha'atzmaut,,Hebrew,"Many Jewish communities in the United States celebrate Yom Ha’Atzmaut, which is Israel’s Independence Day, on the fifth day of the month of Iyar in the Jewish calendar."
US,2029,2029-04-20,Chinese Language Day,,United Nations observance,Chinese Language Day is a United Nations observance that celebrates one of the organization’s 6 official languages – Chinese.
US,2029,2029-04-21,World Creativity and Innovation Day,,United Nations observance,World Creativity and Innovation Day is a United Nations observance in the USA
US,2029,2029-04-22,Earth Day,,United Nations observance,The United Nations' International Mother Earth Day promotes environmental awareness and calls for the protection of our planet.
US,2029,2029-04-23,English Language Day,,United Nations observance,"English Language Day promotes the history, culture and accomplishments of the English language."
US,2029,2029-04-23,World Book and Copyright Day,,United Nations observance,World Book and Copyright Day is an occasion to celebrate the contribution of books and authors to our global culture and the connection between copyright and books.
US,2029,2029-04-23,World Spanish Language Day,,United Nations observance,World Spanish Language Day is a United Nations observance in the USA
US,2029,2029-04-24,Eid al-Adha,,Muslim,"For more than 3 millions Muslims in the US, Eid al-Adha, the Festival of Sacrifice, is one of the most important dates in the calendar."
US,2029,2029-04-24,International Day of Multilateralism and Diplomacy for Peace,,United Nations observance,International Day of Multilateralism and Diplomacy for Peace is a United Nations observance in the USA
US,2029,2029-04-25,Administrative Professionals Day,,Observance,Administrative Professionals Day® is on the Wednesday of the last full week of April. It remembers the important role of administrative professionals.
US,2029,2029-04-25,International Delegate's Day,,United Nations observance,International Delegate's Day is a United Nations observance in the USA
US,2029,2029-04-25,World Malaria Day,,United Nations observance,World Malaria Day is annually observed on April 25 to promote efforts that provide effective control of malaria worldwide.
US,2029,2029-04-26,International Chernobyl Disaster Remembrance Day,,United Nations observance,International Chernobyl Disaster Remembrance Day is a UN holiday designed to raise awareness of the consequences of the 1986 nuclear accident.
US,2029,2029-04-26,International Girls in ICT Day,,United Nations observance,International Girls in ICT Day is a United Nations observance in the USA
US,2029,2029-04-26,Take our Daughters and Sons to Work Day,,Observance,Take our Daughters and Sons to Work Day is a observance in the USA
US,2029,2029-04-26,World Intellectual Property Day,,United Nations observance,World Intellectual Property Day is annually held on April 26 to increase awareness and understanding of intellectual property worldwide.
US,2029,2029-04-28,World Day for Safety and Health at Work,,United Nations observance,The World Day for Safety and Health at Work is observed on April 28 each year.
US,2029,2029-04-30,International Jazz Day,,United Nations observance,"International Jazz Day recognizes the historical, cultural, and educational contribution of jazz."
US,2029,2029-05-01,First Day of Asian Pacific American Heritage Month,,Observance,First Day of Asian Pacific American Heritage Month is a annual monthly observance in the USA
US,2029,2029-05-01,First Day of Jewish American Heritage Month,,Observance,First Day of Jewish American Heritage Month is a annual monthly observance in the USA
US,2029,2029-05-01,First Day of Military Appreciation Month,,Observance,First Day of Military Appreciation Month is a annual monthly observance in the USA
US,2029,2029-05-01,Law Day,,Observance,Law Day in the United States is annually held on May 1.
US,2029,2029-05-01,Loyalty Day,,Observance,Loyalty Day is a special day for people to reaffirm their loyalty to the United States and to recognize the heritage of American freedom.
US,2029,2029-05-02,World Tuna Day,,United Nations observance,World Tuna Day is a UN holiday designed to raise awareness of the global importance of tuna.
US,2029,2029-05-03,Lag BaOmer,,Hebrew,Many Jewish Americans observe Lag B’Omer on the 18th day of the month of Iyar in the Jewish calendar.
US,2029,2029-05-03,National Day of Prayer,,Observance,"National Day of Prayer is held on the first Thursday of May each year, inviting Americans of all faiths to pray for the country and its leaders."
US,2029,2029-05-03,World Press Freedom Day,,United Nations observance,World Press Freedom Day focuses on the importance of the freedom of the press and freedom of expression.
